Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:33:52.661000,SAI,55,86.224,8.0,1.0,,,28.208,29.541,28.475,0 days 01:32:54.666000,0 days 01:33:24.207000,0 days 01:33:52.682000,305.0,304.0,308.0,314.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:32:26.437000,2023-09-03 13:33:27.482,1,1.0,False,,False,True
0 days 01:35:19.137000,SAI,55,86.476,9.0,1.0,,,28.244,29.82,28.412,0 days 01:34:20.926000,0 days 01:34:50.746000,0 days 01:35:19.158000,305.0,302.0,307.0,330.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:33:52.661000,2023-09-03 13:34:53.706,1,1.0,False,,False,True
0 days 01:36:45.648000,SAI,55,86.511,10.0,1.0,,,28.397,29.672,28.442,0 days 01:35:47.555000,0 days 01:36:17.227000,0 days 01:36:45.669000,306.0,302.0,307.0,314.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:35:19.137000,2023-09-03 13:36:20.182,1,1.0,False,,False,True
0 days 01:38:12.339000,SAI,55,86.691,11.0,1.0,,,28.401,29.892,28.398,0 days 01:37:14.070000,0 days 01:37:43.962000,0 days 01:38:12.360000,305.0,304.0,307.0,309.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:36:45.648000,2023-09-03 13:37:46.693,1,1.0,False,,False,True
0 days 01:39:38.747000,SAI,55,86.408,12.0,1.0,,,28.24,29.744,28.424,0 days 01:38:40.600000,0 days 01:39:10.344000,0 days 01:39:38.768000,308.0,307.0,307.0,312.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:38:12.339000,2023-09-03 13:39:13.384,1,1.0,False,,False,True
0 days 01:41:05.634000,SAI,55,86.887,13.0,1.0,,,28.437,29.961,28.489,0 days 01:40:07.205000,0 days 01:40:37.166000,0 days 01:41:05.655000,307.0,306.0,306.0,310.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:39:38.747000,2023-09-03 13:40:39.792,1,1.0,False,,False,True
0 days 01:42:32.606000,SAI,55,86.972,14.0,1.0,,,28.356,30.156,28.46,0 days 01:41:34.011000,0 days 01:42:04.167000,0 days 01:42:32.627000,309.0,303.0,308.0,329.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:41:05.634000,2023-09-03 13:42:06.679,1,1.0,False,,False,True
0 days 01:44:00.825000,SAI,55,88.219,15.0,1.0,,,28.562,31.139,28.518,0 days 01:43:01.189000,0 days 01:43:32.328000,0 days 01:44:00.846000,320.0,319.0,308.0,327.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:42:32.606000,2023-09-03 13:43:33.651,1,2.0,False,,False,True
0 days 01:45:28.148000,SAI,55,87.323,16.0,1.0,,,28.387,30.36,28.576,0 days 01:44:29.233000,0 days 01:44:59.593000,0 days 01:45:28.169000,309.0,307.0,309.0,327.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:44:00.825000,2023-09-03 13:45:01.870,1,2.0,False,,False,True
0 days 01:46:55.869000,SAI,55,87.721,17.0,1.0,,,28.46,30.585,28.676,0 days 01:45:56.629000,0 days 01:46:27.214000,0 days 01:46:55.890000,310.0,306.0,309.0,313.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:45:28.148000,2023-09-03 13:46:29.193,1,2.0,False,,False,True
0 days 01:48:23.381000,SAI,55,87.512,18.0,1.0,,,28.306,30.501,28.705,0 days 01:47:24.196000,0 days 01:47:54.697000,0 days 01:48:23.402000,310.0,306.0,309.0,319.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:46:55.869000,2023-09-03 13:47:56.914,1,2.0,False,,False,True
0 days 01:53:08.201000,SAI,55,86.146,21.0,2.0,,,28.249,29.705,28.192,0 days 01:52:10.325000,0 days 01:52:40.030000,0 days 01:53:08.222000,310.0,304.0,310.0,320.0,False,HARD,2.0,True,Ferrari,0 days 01:51:42.055000,2023-09-03 13:52:43.100,1,7.0,False,,False,True
0 days 01:54:33.759000,SAI,55,85.558,22.0,2.0,,,28.19,29.222,28.146,0 days 01:53:36.412000,0 days 01:54:05.634000,0 days 01:54:33.780000,308.0,308.0,310.0,312.0,True,HARD,3.0,True,Ferrari,0 days 01:53:08.201000,2023-09-03 13:54:09.246,1,5.0,False,,False,True
0 days 01:55:59.552000,SAI,55,85.793,23.0,2.0,,,28.14,29.449,28.204,0 days 01:55:01.920000,0 days 01:55:31.369000,0 days 01:55:59.573000,308.0,306.0,309.0,311.0,False,HARD,4.0,True,Ferrari,0 days 01:54:33.759000,2023-09-03 13:55:34.804,1,4.0,False,,False,True
0 days 01:57:25.454000,SAI,55,85.902,24.0,2.0,,,28.144,29.514,28.244,0 days 01:56:27.717000,0 days 01:56:57.231000,0 days 01:57:25.475000,307.0,308.0,310.0,313.0,False,HARD,5.0,True,Ferrari,0 days 01:55:59.552000,2023-09-03 13:57:00.597,1,3.0,False,,False,True
0 days 01:58:51.459000,SAI,55,86.005,25.0,2.0,,,28.139,29.643,28.223,0 days 01:57:53.614000,0 days 01:58:23.257000,0 days 01:58:51.480000,307.0,310.0,310.0,315.0,False,HARD,6.0,True,Ferrari,0 days 01:57:25.454000,2023-09-03 13:58:26.499,1,3.0,False,,False,True
0 days 02:00:17.295000,SAI,55,85.836,26.0,2.0,,,28.117,29.485,28.234,0 days 01:59:19.597000,0 days 01:59:49.082000,0 days 02:00:17.316000,310.0,311.0,311.0,316.0,False,HARD,7.0,True,Ferrari,0 days 01:58:51.459000,2023-09-03 13:59:52.504,1,3.0,False,,False,True
0 days 02:01:43.460000,SAI,55,86.165,27.0,2.0,,,28.108,29.483,28.574,0 days 02:00:45.424000,0 days 02:01:14.907000,0 days 02:01:43.481000,312.0,341.0,308.0,320.0,False,HARD,8.0,True,Ferrari,0 days 02:00:17.295000,2023-09-03 14:01:18.340,1,2.0,False,,False,True
0 days 02:03:09.230000,SAI,55,85.77,28.0,2.0,,,28.081,29.476,28.213,0 days 02:02:11.562000,0 days 02:02:41.038000,0 days 02:03:09.251000,310.0,309.0,308.0,316.0,False,HARD,9.0,True,Ferrari,0 days 02:01:43.460000,2023-09-03 14:02:44.505,1,2.0,False,,False,True
0 days 02:04:34.950000,SAI,55,85.72,29.0,2.0,,,28.136,29.455,28.129,0 days 02:03:37.387000,0 days 02:04:06.842000,0 days 02:04:34.971000,312.0,309.0,308.0,314.0,False,HARD,10.0,True,Ferrari,0 days 02:03:09.230000,2023-09-03 14:04:10.275,1,2.0,False,,False,True
0 days 02:06:00.451000,SAI,55,85.501,30.0,2.0,,,28.096,29.328,28.077,0 days 02:05:03.067000,0 days 02:05:32.395000,0 days 02:06:00.472000,312.0,310.0,309.0,314.0,True,HARD,11.0,True,Ferrari,0 days 02:04:34.950000,2023-09-03 14:05:35.995,1,2.0,False,,False,True
0 days 02:07:26.169000,SAI,55,85.718,31.0,2.0,,,28.057,29.589,28.072,0 days 02:06:28.529000,0 days 02:06:58.118000,0 days 02:07:26.190000,311.0,309.0,309.0,314.0,False,HARD,12.0,True,Ferrari,0 days 02:06:00.451000,2023-09-03 14:07:01.496,1,2.0,False,,False,True
0 days 02:08:52.065000,SAI,55,85.896,32.0,2.0,,,28.076,29.523,28.297,0 days 02:07:54.266000,0 days 02:08:23.789000,0 days 02:08:52.086000,310.0,309.0,310.0,315.0,False,HARD,13.0,True,Ferrari,0 days 02:07:26.169000,2023-09-03 14:08:27.214,1,2.0,False,,False,True
0 days 02:10:17.991000,SAI,55,85.926,33.0,2.0,,,28.054,29.676,28.196,0 days 02:09:20.140000,0 days 02:09:49.816000,0 days 02:10:18.012000,313.0,310.0,310.0,315.0,False,HARD,14.0,True,Ferrari,0 days 02:08:52.065000,2023-09-03 14:09:53.110,1,2.0,False,,False,True
0 days 02:11:44.117000,SAI,55,86.126,34.0,2.0,,,28.149,29.656,28.321,0 days 02:10:46.161000,0 days 02:11:15.817000,0 days 02:11:44.138000,311.0,312.0,310.0,315.0,False,HARD,15.0,True,Ferrari,0 days 02:10:17.991000,2023-09-03 14:11:19.036,1,2.0,False,,False,True
0 days 02:13:09.906000,SAI,55,85.789,35.0,2.0,,,28.037,29.62,28.132,0 days 02:12:12.175000,0 days 02:12:41.795000,0 days 02:13:09.927000,312.0,313.0,311.0,316.0,False,HARD,16.0,True,Ferrari,0 days 02:11:44.117000,2023-09-03 14:12:45.162,1,2.0,False,,False,True
0 days 02:14:35.917000,SAI,55,86.011,36.0,2.0,,,28.106,29.731,28.174,0 days 02:13:38.033000,0 days 02:14:07.764000,0 days 02:14:35.938000,310.0,311.0,311.0,318.0,False,HARD,17.0,True,Ferrari,0 days 02:13:09.906000,2023-09-03 14:14:10.951,1,2.0,False,,False,True
0 days 02:16:01.803000,SAI,55,85.886,37.0,2.0,,,27.998,29.719,28.169,0 days 02:15:03.936000,0 days 02:15:33.655000,0 days 02:16:01.824000,315.0,314.0,311.0,319.0,False,HARD,18.0,True,Ferrari,0 days 02:14:35.917000,2023-09-03 14:15:36.962,1,2.0,False,,False,True
0 days 02:17:27.508000,SAI,55,85.705,38.0,2.0,,,27.936,29.713,28.056,0 days 02:16:29.760000,0 days 02:16:59.473000,0 days 02:17:27.529000,315.0,313.0,312.0,319.0,False,HARD,19.0,True,Ferrari,0 days 02:16:01.803000,2023-09-03 14:17:02.848,1,2.0,False,,False,True
0 days 02:18:53.432000,SAI,55,85.924,39.0,2.0,,,28.052,29.689,28.183,0 days 02:17:55.581000,0 days 02:18:25.270000,0 days 02:18:53.453000,314.0,313.0,313.0,319.0,False,HARD,20.0,True,Ferrari,0 days 02:17:27.508000,2023-09-03 14:18:28.553,1,2.0,False,,False,True
0 days 02:20:19.554000,SAI,55,86.122,40.0,2.0,,,28.028,29.753,28.341,0 days 02:19:21.481000,0 days 02:19:51.234000,0 days 02:20:19.575000,315.0,312.0,310.0,320.0,False,HARD,21.0,True,Ferrari,0 days 02:18:53.432000,2023-09-03 14:19:54.477,1,2.0,False,,False,True
0 days 02:21:46.292000,SAI,55,86.738,41.0,2.0,,,28.166,30.232,28.34,0 days 02:20:47.741000,0 days 02:21:17.973000,0 days 02:21:46.313000,316.0,311.0,311.0,334.0,False,HARD,22.0,True,Ferrari,0 days 02:20:19.554000,2023-09-03 14:21:20.599,1,2.0,False,,False,True
0 days 02:23:12.771000,SAI,55,86.479,42.0,2.0,,,28.098,30.098,28.283,0 days 02:22:14.411000,0 days 02:22:44.509000,0 days 02:23:12.792000,311.0,313.0,310.0,335.0,False,HARD,23.0,True,Ferrari,0 days 02:21:46.292000,2023-09-03 14:22:47.337,1,2.0,False,,False,True
0 days 02:24:39.360000,SAI,55,86.589,43.0,2.0,,,28.243,30.069,28.277,0 days 02:23:41.035000,0 days 02:24:11.104000,0 days 02:24:39.381000,312.0,312.0,311.0,330.0,False,HARD,24.0,True,Ferrari,0 days 02:23:12.771000,2023-09-03 14:24:13.816,1,2.0,False,,False,True
0 days 02:26:05.790000,SAI,55,86.43,44.0,2.0,,,28.333,29.839,28.258,0 days 02:25:07.714000,0 days 02:25:37.553000,0 days 02:26:05.811000,311.0,312.0,311.0,316.0,False,HARD,25.0,True,Ferrari,0 days 02:24:39.360000,2023-09-03 14:25:40.405,1,2.0,False,,False,True
0 days 02:27:32.422000,SAI,55,86.632,45.0,2.0,,,28.283,30.144,28.205,0 days 02:26:34.094000,0 days 02:27:04.238000,0 days 02:27:32.443000,313.0,310.0,311.0,335.0,False,HARD,26.0,True,Ferrari,0 days 02:26:05.790000,2023-09-03 14:27:06.835,1,2.0,False,,False,True
0 days 02:28:59.725000,SAI,55,87.303,46.0,2.0,,,28.538,30.435,28.33,0 days 02:28:00.981000,0 days 02:28:31.416000,0 days 02:28:59.746000,318.0,314.0,313.0,325.0,False,HARD,27.0,True,Ferrari,0 days 02:27:32.422000,2023-09-03 14:28:33.467,1,3.0,False,,False,True
0 days 02:31:53.621000,SAI,55,86.8,48.0,2.0,,,28.366,30.083,28.351,0 days 02:30:55.208000,0 days 02:31:25.291000,0 days 02:31:53.642000,311.0,310.0,311.0,325.0,False,HARD,29.0,True,Ferrari,0 days 02:30:26.821000,2023-09-03 14:31:27.866,1,3.0,False,,False,True
0 days 02:33:20.391000,SAI,55,86.77,49.0,2.0,,,28.303,30.127,28.34,0 days 02:32:21.945000,0 days 02:32:52.072000,0 days 02:33:20.412000,313.0,312.0,313.0,320.0,False,HARD,30.0,True,Ferrari,0 days 02:31:53.621000,2023-09-03 14:32:54.666,1,3.0,False,,False,True
0 days 02:34:47.167000,SAI,55,86.776,50.0,2.0,,,28.355,30.212,28.209,0 days 02:33:48.767000,0 days 02:34:18.979000,0 days 02:34:47.188000,310.0,311.0,312.0,336.0,False,HARD,31.0,True,Ferrari,0 days 02:33:20.391000,2023-09-03 14:34:21.436,1,3.0,False,,False,True
0 days 02:36:14.211000,SAI,55,87.044,51.0,2.0,,,28.18,30.383,28.481,0 days 02:35:15.368000,0 days 02:35:45.751000,0 days 02:36:14.232000,312.0,307.0,312.0,336.0,False,HARD,32.0,True,Ferrari,0 days 02:34:47.167000,2023-09-03 14:35:48.212,1,3.0,False,,False,True
0 days 01:25:17.900000,RUS,63,86.686,2.0,1.0,,,28.274,29.786,28.626,0 days 01:24:19.498000,0 days 01:24:49.284000,0 days 01:25:17.910000,309.0,309.0,305.0,317.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:23:51.214000,2023-09-03 13:24:52.259,1,4.0,False,,False,True
0 days 01:26:44.076000,RUS,63,86.176,3.0,1.0,,,28.187,29.427,28.562,0 days 01:25:46.097000,0 days 01:26:15.524000,0 days 01:26:44.086000,318.0,313.0,306.0,305.0,True,MEDIUM,3.0,True,Mercedes,0 days 01:25:17.900000,2023-09-03 13:26:18.945,1,4.0,False,,False,True
0 days 01:28:10.254000,RUS,63,86.178,4.0,1.0,,,28.205,29.617,28.356,0 days 01:27:12.291000,0 days 01:27:41.908000,0 days 01:28:10.264000,310.0,314.0,308.0,312.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:26:44.076000,2023-09-03 13:27:45.121,1,4.0,False,,False,True
0 days 01:29:36.503000,RUS,63,86.249,5.0,1.0,,,28.172,29.656,28.421,0 days 01:28:38.436000,0 days 01:29:08.092000,0 days 01:29:36.513000,308.0,314.0,308.0,333.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:28:10.254000,2023-09-03 13:29:11.299,1,4.0,False,,False,True
0 days 01:31:03.018000,RUS,63,86.515,6.0,1.0,,,28.302,29.707,28.506,0 days 01:30:04.815000,0 days 01:30:34.522000,0 days 01:31:03.028000,307.0,316.0,307.0,312.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:29:36.503000,2023-09-03 13:30:37.548,1,4.0,False,,False,True
0 days 01:32:29.533000,RUS,63,86.515,7.0,1.0,,,28.234,29.826,28.455,0 days 01:31:31.262000,0 days 01:32:01.088000,0 days 01:32:29.543000,306.0,312.0,308.0,319.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:31:03.018000,2023-09-03 13:32:04.063,1,4.0,False,,False,True
0 days 01:33:56.127000,RUS,63,86.594,8.0,1.0,,,28.119,29.915,28.56,0 days 01:32:57.662000,0 days 01:33:27.577000,0 days 01:33:56.137000,321.0,311.0,307.0,334.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:32:29.533000,2023-09-03 13:33:30.578,1,4.0,False,,False,True
0 days 01:35:22.837000,RUS,63,86.71,9.0,1.0,,,28.433,29.741,28.536,0 days 01:34:24.570000,0 days 01:34:54.311000,0 days 01:35:22.847000,306.0,311.0,307.0,304.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:33:56.127000,2023-09-03 13:34:57.172,1,4.0,False,,False,True
0 days 01:36:49.492000,RUS,63,86.655,10.0,1.0,,,28.267,29.753,28.635,0 days 01:35:51.114000,0 days 01:36:20.867000,0 days 01:36:49.502000,310.0,314.0,307.0,320.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:35:22.837000,2023-09-03 13:36:23.882,1,4.0,False,,False,True
0 days 01:38:16.678000,RUS,63,87.186,11.0,1.0,,,28.33,30.182,28.674,0 days 01:37:17.832000,0 days 01:37:48.014000,0 days 01:38:16.688000,313.0,311.0,307.0,330.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:36:49.492000,2023-09-03 13:37:50.537,1,4.0,False,,False,True
0 days 01:39:43.722000,RUS,63,87.044,12.0,1.0,,,28.31,30.143,28.591,0 days 01:38:44.998000,0 days 01:39:15.141000,0 days 01:39:43.732000,307.0,310.0,307.0,331.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:38:16.678000,2023-09-03 13:39:17.723,1,4.0,False,,False,True
0 days 01:41:10.684000,RUS,63,86.962,13.0,1.0,,,28.313,30.16,28.489,0 days 01:40:12.045000,0 days 01:40:42.205000,0 days 01:41:10.694000,306.0,308.0,307.0,330.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:39:43.722000,2023-09-03 13:40:44.767,1,4.0,False,,False,True
0 days 01:44:04.974000,RUS,63,87.005,15.0,1.0,,,28.352,30.155,28.498,0 days 01:43:06.331000,0 days 01:43:36.486000,0 days 01:44:04.984000,309.0,311.0,306.0,316.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:42:37.969000,2023-09-03 13:43:39.014,1,4.0,False,,False,True
0 days 01:45:32.950000,RUS,63,87.976,16.0,1.0,,,28.483,30.822,28.671,0 days 01:44:33.467000,0 days 01:45:04.289000,0 days 01:45:32.960000,328.0,323.0,308.0,331.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:44:04.974000,2023-09-03 13:45:06.019,1,5.0,False,,False,True
0 days 01:47:00.005000,RUS,63,87.055,17.0,1.0,,,28.502,30.069,28.484,0 days 01:46:01.462000,0 days 01:46:31.531000,0 days 01:47:00.015000,325.0,328.0,308.0,313.0,False,MEDIUM,17.0,True,Mercedes,0 days 01:45:32.950000,2023-09-03 13:46:33.995,1,5.0,False,,False,True
0 days 01:48:27.388000,RUS,63,87.383,18.0,1.0,,,28.386,30.34,28.657,0 days 01:47:28.401000,0 days 01:47:58.741000,0 days 01:48:27.398000,315.0,319.0,308.0,330.0,False,MEDIUM,18.0,True,Mercedes,0 days 01:47:00.005000,2023-09-03 13:48:01.050,1,5.0,False,,False,True
0 days 01:53:11.039000,RUS,63,86.456,21.0,2.0,,,28.308,29.601,28.547,0 days 01:52:12.901000,0 days 01:52:42.502000,0 days 01:53:11.049000,311.0,321.0,307.0,321.0,False,HARD,5.0,False,Mercedes,0 days 01:51:44.583000,2023-09-03 13:52:45.628,1,9.0,False,,False,True
0 days 01:54:37.754000,RUS,63,86.715,22.0,2.0,,,28.253,29.891,28.571,0 days 01:53:39.302000,0 days 01:54:09.193000,0 days 01:54:37.764000,313.0,311.0,308.0,316.0,False,HARD,6.0,False,Mercedes,0 days 01:53:11.039000,2023-09-03 13:54:12.084,1,8.0,False,,False,True
0 days 01:56:04.359000,RUS,63,86.605,23.0,2.0,,,28.145,29.888,28.572,0 days 01:55:05.909000,0 days 01:55:35.797000,0 days 01:56:04.369000,312.0,311.0,308.0,315.0,False,HARD,7.0,False,Mercedes,0 days 01:54:37.754000,2023-09-03 13:55:38.799,1,7.0,False,,False,True
0 days 01:57:31.030000,RUS,63,86.671,24.0,2.0,,,28.215,29.873,28.583,0 days 01:56:32.584000,0 days 01:57:02.457000,0 days 01:57:31.040000,309.0,312.0,308.0,315.0,False,HARD,8.0,False,Mercedes,0 days 01:56:04.359000,2023-09-03 13:57:05.404,1,6.0,False,,False,True
0 days 01:58:57.350000,RUS,63,86.32,25.0,2.0,,,28.213,29.64,28.467,0 days 01:57:59.253000,0 days 01:58:28.893000,0 days 01:58:57.360000,310.0,312.0,307.0,312.0,False,HARD,9.0,False,Mercedes,0 days 01:57:31.030000,2023-09-03 13:58:32.075,1,6.0,False,,False,True
0 days 02:00:23.760000,RUS,63,86.41,26.0,2.0,,,28.264,29.755,28.391,0 days 01:59:25.624000,0 days 01:59:55.379000,0 days 02:00:23.770000,312.0,313.0,307.0,315.0,False,HARD,10.0,False,Mercedes,0 days 01:58:57.350000,2023-09-03 13:59:58.395,1,6.0,False,,False,True
0 days 02:01:49.944000,RUS,63,86.184,27.0,2.0,,,28.172,29.571,28.441,0 days 02:00:51.942000,0 days 02:01:21.513000,0 days 02:01:49.954000,314.0,316.0,307.0,316.0,False,HARD,11.0,False,Mercedes,0 days 02:00:23.760000,2023-09-03 14:01:24.805,1,6.0,False,,False,True
0 days 02:03:16.228000,RUS,63,86.284,28.0,2.0,,,28.272,29.674,28.338,0 days 02:02:18.226000,0 days 02:02:47.900000,0 days 02:03:16.238000,312.0,312.0,307.0,313.0,False,HARD,12.0,False,Mercedes,0 days 02:01:49.944000,2023-09-03 14:02:50.989,1,5.0,False,,False,True
0 days 02:04:42.368000,RUS,63,86.14,29.0,2.0,,,28.321,29.54,28.279,0 days 02:03:44.559000,0 days 02:04:14.099000,0 days 02:04:42.378000,314.0,314.0,307.0,317.0,True,HARD,13.0,False,Mercedes,0 days 02:03:16.228000,2023-09-03 14:04:17.273,1,5.0,False,,False,True
0 days 02:06:08.334000,RUS,63,85.966,30.0,2.0,,,28.299,29.436,28.231,0 days 02:05:10.677000,0 days 02:05:40.113000,0 days 02:06:08.344000,316.0,314.0,308.0,317.0,True,HARD,14.0,False,Mercedes,0 days 02:04:42.368000,2023-09-03 14:05:43.413,1,5.0,False,,False,True
0 days 02:07:34.482000,RUS,63,86.148,31.0,2.0,,,28.212,29.697,28.239,0 days 02:06:36.556000,0 days 02:07:06.253000,0 days 02:07:34.492000,314.0,313.0,309.0,313.0,False,HARD,15.0,False,Mercedes,0 days 02:06:08.334000,2023-09-03 14:07:09.379,1,5.0,False,,False,True
0 days 02:09:00.541000,RUS,63,86.059,32.0,2.0,,,28.168,29.632,28.259,0 days 02:08:02.660000,0 days 02:08:32.292000,0 days 02:09:00.551000,311.0,311.0,309.0,314.0,False,HARD,16.0,False,Mercedes,0 days 02:07:34.482000,2023-09-03 14:08:35.527,1,5.0,False,,False,True
0 days 02:10:26.702000,RUS,63,86.161,33.0,2.0,,,28.213,29.716,28.232,0 days 02:09:28.764000,0 days 02:09:58.480000,0 days 02:10:26.712000,312.0,310.0,309.0,314.0,False,HARD,17.0,False,Mercedes,0 days 02:09:00.541000,2023-09-03 14:10:01.586,1,5.0,False,,False,True
0 days 02:11:52.821000,RUS,63,86.119,34.0,2.0,,,28.165,29.718,28.236,0 days 02:10:54.877000,0 days 02:11:24.595000,0 days 02:11:52.831000,315.0,314.0,309.0,313.0,False,HARD,18.0,False,Mercedes,0 days 02:10:26.702000,2023-09-03 14:11:27.747,1,5.0,False,,False,True
0 days 02:13:19.010000,RUS,63,86.189,35.0,2.0,,,28.084,29.754,28.351,0 days 02:12:20.915000,0 days 02:12:50.669000,0 days 02:13:19.020000,313.0,312.0,308.0,311.0,False,HARD,19.0,False,Mercedes,0 days 02:11:52.821000,2023-09-03 14:12:53.866,1,5.0,False,,False,True
0 days 02:14:45.381000,RUS,63,86.371,36.0,2.0,,,28.235,29.902,28.234,0 days 02:13:47.255000,0 days 02:14:17.157000,0 days 02:14:45.391000,313.0,312.0,308.0,314.0,False,HARD,20.0,False,Mercedes,0 days 02:13:19.010000,2023-09-03 14:14:20.055,1,5.0,False,,False,True
0 days 02:16:11.378000,RUS,63,85.997,37.0,2.0,,,28.056,29.721,28.22,0 days 02:15:13.447000,0 days 02:15:43.168000,0 days 02:16:11.388000,314.0,313.0,309.0,318.0,False,HARD,21.0,False,Mercedes,0 days 02:14:45.381000,2023-09-03 14:15:46.426,1,5.0,False,,False,True
0 days 02:17:37.225000,RUS,63,85.847,38.0,2.0,,,28.065,29.545,28.237,0 days 02:16:39.453000,0 days 02:17:08.998000,0 days 02:17:37.235000,315.0,313.0,309.0,319.0,True,HARD,22.0,False,Mercedes,0 days 02:16:11.378000,2023-09-03 14:17:12.423,1,5.0,False,,False,True
0 days 02:19:03.435000,RUS,63,86.21,39.0,2.0,,,28.155,29.808,28.247,0 days 02:18:05.390000,0 days 02:18:35.198000,0 days 02:19:03.445000,315.0,311.0,309.0,319.0,False,HARD,23.0,False,Mercedes,0 days 02:17:37.225000,2023-09-03 14:18:38.270,1,5.0,False,,False,True
0 days 02:20:29.679000,RUS,63,86.244,40.0,2.0,,,28.212,29.804,28.228,0 days 02:19:31.657000,0 days 02:20:01.461000,0 days 02:20:29.689000,316.0,313.0,309.0,319.0,False,HARD,24.0,False,Mercedes,0 days 02:19:03.435000,2023-09-03 14:20:04.480,1,5.0,False,,False,True
0 days 02:21:56.293000,RUS,63,86.614,41.0,2.0,,,28.244,29.955,28.415,0 days 02:20:57.933000,0 days 02:21:27.888000,0 days 02:21:56.303000,315.0,313.0,309.0,318.0,False,HARD,25.0,False,Mercedes,0 days 02:20:29.679000,2023-09-03 14:21:30.724,1,5.0,False,,False,True
0 days 02:23:22.628000,RUS,63,86.335,42.0,2.0,,,28.23,29.751,28.354,0 days 02:22:24.533000,0 days 02:22:54.284000,0 days 02:23:22.638000,317.0,316.0,308.0,316.0,False,HARD,26.0,False,Mercedes,0 days 02:21:56.293000,2023-09-03 14:22:57.338,1,5.0,False,,False,True
0 days 02:24:49.054000,RUS,63,86.426,43.0,2.0,,,28.248,29.841,28.337,0 days 02:23:50.886000,0 days 02:24:20.727000,0 days 02:24:49.064000,313.0,313.0,309.0,313.0,False,HARD,27.0,False,Mercedes,0 days 02:23:22.628000,2023-09-03 14:24:23.673,1,5.0,False,,False,True
0 days 02:26:15.390000,RUS,63,86.336,44.0,2.0,,,28.274,29.817,28.245,0 days 02:25:17.338000,0 days 02:25:47.155000,0 days 02:26:15.400000,316.0,315.0,309.0,316.0,False,HARD,28.0,False,Mercedes,0 days 02:24:49.054000,2023-09-03 14:25:50.099,1,5.0,False,,False,True
0 days 02:27:41.784000,RUS,63,86.394,45.0,2.0,,,28.146,29.972,28.276,0 days 02:26:43.546000,0 days 02:27:13.518000,0 days 02:27:41.794000,317.0,315.0,309.0,317.0,False,HARD,29.0,False,Mercedes,0 days 02:26:15.390000,2023-09-03 14:27:16.435,1,5.0,False,,False,True
0 days 02:29:08.242000,RUS,63,86.458,46.0,2.0,,,28.181,29.94,28.337,0 days 02:28:09.975000,0 days 02:28:39.915000,0 days 02:29:08.252000,315.0,313.0,310.0,316.0,False,HARD,30.0,False,Mercedes,0 days 02:27:41.784000,2023-09-03 14:28:42.829,1,5.0,False,,False,True
0 days 02:30:34.882000,RUS,63,86.64,47.0,2.0,,,28.178,30.067,28.395,0 days 02:29:36.430000,0 days 02:30:06.497000,0 days 02:30:34.892000,316.0,315.0,310.0,317.0,False,HARD,31.0,False,Mercedes,0 days 02:29:08.242000,2023-09-03 14:30:09.287,1,5.0,False,,False,True
0 days 02:32:01.169000,RUS,63,86.287,48.0,2.0,,,28.13,29.77,28.387,0 days 02:31:03.022000,0 days 02:31:32.792000,0 days 02:32:01.179000,316.0,314.0,310.0,317.0,False,HARD,32.0,False,Mercedes,0 days 02:30:34.882000,2023-09-03 14:31:35.927,1,5.0,False,,False,True
0 days 02:33:27.544000,RUS,63,86.375,49.0,2.0,,,28.077,29.921,28.377,0 days 02:32:29.256000,0 days 02:32:59.177000,0 days 02:33:27.554000,316.0,315.0,311.0,319.0,False,HARD,33.0,False,Mercedes,0 days 02:32:01.169000,2023-09-03 14:33:02.214,1,5.0,False,,False,True
